SAMPLE,STRAIN,POPULATION,VESSEL,TIMEPOINT,COUNT,FSC_MEDIAN,FSC_MEAN,FSC_SD,FL1_MEDIAN,FL1_MEAN,FL1_SD,NORMALIZED_GFP_MEDIAN,NORMALIZED_GFP_MEAN,NORMALIZED_GFP_SD,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted
98,DGY#1_T8_A04,DGY#1,0_Copy_Control,1,8,89638,303865.5,334871.675952163,153114.612641254,538,838.595350186305,1645.42493223181,0.00167611056257055,0.00275095626525501,0.0041533128337276,0.991387581159776,2.23119659073161e-05,6.69358977219483e-05,0,89638
99,DGY#620_T8_B04,DGY#620,0_Copy_Control,2,8,89220,253258,283101.496547859,134214.150143079,461,1295.60167002914,4718.97804046441,0.00170987022050064,0.0048976948127777,0.0122239424393373,0.970836135395651,0.00138982290966151,0.00104236718224613,0,89220
100,DGY#500_T8_C04,DGY#500,1_Copy_Control,3,8,88841,232660,267502.831485463,136067.835848354,35502,39494.573980482,26987.3896954335,0.151613849859883,0.151884221001174,0.0739868519616319,0.104838982001553,0.32672977566664,0.184014137616641,0.000270145540910165,88841
101,DGY#1315_T8_D04,DGY#1315,2_Copy_Contol,4,8,81447,196080,223487.306506071,108385.397097723,29229,30718.1326875146,24713.8833545416,0.155455078288537,0.139477867874527,0.0880524346390103,0.221407786658809,0.188662565840362,0.170724520240156,0.000135057153731875,81447
102,DGY#1657_T8_E04,DGY#1657,Wild_Type,5,8,79378,425130.5,468887.95215299,200554.710495761,1029,1284.2064047973,1284.79930530057,0.00228215531936839,0.00296545042405145,0.00318204268269668,0.968605910957696,1.2597949053894e-05,0,0,79378
103,DGY#2076_T8_F04,DGY#2076,Genomic_Architecture_Mutant,6,8,81764,242466,269621.080475515,125123.793810289,14958,15256.521574287,14625.8939980932,0.0654752045327225,0.0603080378190107,0.053577211684626,0.383408345971332,0.0778704564355951,0.00571156009979942,0,81764
104,DGY#2071_T8_G04,DGY#2071,Genomic_Architecture_Mutant,7,8,91723,235648,267443.947145209,132478.87854905,32584,36467.6265931119,23866.6813313519,0.137876643771788,0.138199887380844,0.0589198873344306,0.0829562923149047,0.362144718336731,0.116819118432672,9.81215180489081e-05,91723
105,DGY#2150_T8_H04,DGY#2150,Genomic_Architecture_Mutant,8,8,81674,193400.5,220912.662511938,106460.726387482,24604,26442.7768812596,20431.921977234,0.132300039860081,0.121596884087623,0.0699918258806121,0.186791390160884,0.203908220486324,0.0782990915101501,0.000110194186644465,81674
106,DGY#2084_T8_A05,DGY#2084,DNA_repair_mutant,9,8,86247,220359,255008.564054402,132525.085370928,34252,37248.1733625517,29387.5710921685,0.159200320941428,0.149496916435942,0.0898327263532274,0.187392025229863,0.238292346400455,0.224912170858117,0.000104351455702807,86247
107,DGY#2086_T8_B05,DGY#2086,DNA_repair_mutant,10,8,83241,209758,235933.543878617,112657.346400665,25188,27411.624463906,29197.8707747284,0.139225561652062,0.117499909029299,0.102476611586719,0.35637486334859,0.155500294326113,0.165771675015918,0.00120133107483091,83241
108,DGY#2089_T8_C05,DGY#2089,DNA_repair_mutant,11,8,84706,224703,258414.579014474,131787.539799855,39573,45197.4785729464,50564.3236558971,0.213104794530755,0.174855922498982,0.160299611777167,0.38902793190565,0.0377541142303969,0.417195948338961,0.00511179845583548,84706
109,DGY#2090_T8_D05,DGY#2090,DNA_repair_mutant,12,8,81738,188755,212674.121803812,97340.2481914209,29950,31462.1816780445,22476.7995671732,0.162190561468219,0.150815744486364,0.0842879195435652,0.173101862047028,0.174105067410507,0.184736597421028,0.000195747387995791,81738
110,DGY#1972_T8_E05,DGY#1972,GAP1_location_mutant,13,8,86964,227333.5,262871.907593947,137820.918625568,61508.5,68165.7127202061,59169.5914748176,0.286706671054276,0.262226040853286,0.16854541391795,0.207833126351134,0.0320822409272803,0.554597304631802,0.0264017294512672,86964
111,DGY#2135_T8_F05,DGY#2135,GAP1_location_mutant,14,8,89542,223750,254876.162683434,123683.132527258,38460.5,40996.315460901,27107.6513919175,0.168952681675745,0.166176633554646,0.0846367321693988,0.128643541578254,0.27304505148422,0.275513167005428,2.2335887069755e-05,89542
112,DGY#2143_T8_G05,DGY#2143,GAP1_location_mutant,15,8,93965,251808,280416.465386048,126712.334940039,41603,45218.3758527111,31712.4046078582,0.173966809077052,0.160476421473063,0.0825047529021583,0.156547650721013,0.29523758846379,0.290054807641143,6.38535624966743e-05,93965
113,DGY#2144_T8_H05,DGY#2144,GAP1_location_mutant,16,8,81925,200154,228257.450595056,111048.658207354,24125,25647.4152334452,20887.0725757725,0.126969684929874,0.113890475729687,0.0710044117563806,0.217577052181874,0.213341470857492,0.0668050045773573,1.22062862374123e-05,81925
114,DGY#1657_T8_A06,DGY#1657,Wild_Type,17,8,87347,226170,262914.463541965,138286.397089985,33984,37490.5299094416,27541.1784835213,0.152287968859083,0.147192506975603,0.0784598523438667,0.142202937708221,0.288618956575498,0.182524872062006,0.000137383081273541,87347
115,DGY#2076_T8_B06,DGY#2076,Genomic_Architecture_Mutant,18,8,85941,203187,233921.420916675,116518.038277958,37432,40960.9550156503,26317.8368241566,0.18028761696302,0.181783987031882,0.0884552083603845,0.0987770679885037,0.212087362260155,0.289850013381273,0.000814512281681619,85941
116,DGY#2071_T8_C06,DGY#2071,Genomic_Architecture_Mutant,19,8,89014,215883.5,249553.708158267,128451.180859108,32230,36020.0315006628,26415.2584215801,0.151509451045062,0.146563332294062,0.074029224639583,0.131484934954052,0.2697328510122,0.171141618172422,0.000123576066686139,89014
117,DGY#2150_T8_D06,DGY#2150,Genomic_Architecture_Mutant,20,8,89334,207794.5,242524.721281931,126872.024684003,34045,38821.5026529653,26060.7161226989,0.162072469322669,0.163545238379571,0.0698123524571631,0.0756374952425728,0.256296594801531,0.209763359974926,0.000156715248393669,89334
118,DGY#2084_T8_E06,DGY#2084,DNA_repair_mutant,21,8,88576,225098.5,260849.826002529,134151.532956712,37755,41107.0126445087,27058.262061384,0.165015045856905,0.164712394270228,0.0829436886876386,0.110729768786127,0.279996838872832,0.251241871387283,0.00014676661849711,88576
119,DGY#2086_T8_F06,DGY#2086,DNA_repair_mutant,22,8,86450,200797,228099.99713129,108427.207514901,30311,32928.1657258531,19671.484605597,0.148857546609152,0.149280431634261,0.0654669537240221,0.0838172353961828,0.250075187969925,0.138496240601504,4.62695199537305e-05,86450
120,DGY#2089_T8_G06,DGY#2089,DNA_repair_mutant,23,8,83957,241369,268451.38056386,123803.281503431,20338,20806.2685064974,14824.4217492618,0.0840258791964544,0.0828691041971495,0.0525494582889719,0.192003049179937,0.112200293007135,0.0146027132937099,0,83957
121,DGY#2090_T8_H06,DGY#2090,DNA_repair_mutant,24,8,88357,256351,286267.767828242,136984.706612525,17024,18054.8743845988,14026.7304541784,0.0703166134297448,0.066006671687757,0.0416096226244311,0.213282479033919,0.070373598017135,0.00315764455560963,0,88357
122,DGY#1972_T8_A07,DGY#1972,GAP1_location_mutant,25,8,89395,220016,256912.744404049,134914.530517522,59040,65430.4465014822,47318.8553681022,0.271560244308717,0.262688330756331,0.136059254809574,0.136327535097041,0.0404720621958723,0.621007886347111,0.00784160187929974,89395
123,DGY#2135_T8_B07,DGY#2135,GAP1_location_mutant,26,8,84507,201069,228191.476990072,109541.944972569,33018,34505.3570828452,25442.719180087,0.166129900641183,0.155042666864651,0.0923324217508698,0.187735927201297,0.193948430307548,0.228986947826807,0.00031950015975008,84507
124,DGY#2143_T8_C07,DGY#2143,GAP1_location_mutant,27,8,88620,217199.5,245607.359422252,117636.904995428,30260,33476.4931166779,23741.9274718444,0.144797834765384,0.137763620165099,0.0695616466870211,0.136109230422027,0.286289776574137,0.128853531934101,0.000225682690137666,88620
125,DGY#2144_T8_D07,DGY#2144,GAP1_location_mutant,28,8,89494,215694,246680.579949494,120773.873108618,29320,32816.6607929023,22878.1473653809,0.141039769477595,0.135900228790104,0.0669847278924884,0.122935615795472,0.280409859878875,0.11571725478803,0.000223478668961048,89494
126,DGY#2084_T8_E07,DGY#2084,DNA_repair_mutant,29,8,94264,252574.5,281114.941907833,128835.225707466,44469,48201.5806034117,33762.175311413,0.18493754717875,0.172221636351679,0.0882200620291894,0.156220826614614,0.250625901722821,0.356668505473988,0.00020156157175592,94264
127,DGY#2086_T8_F07,DGY#2086,DNA_repair_mutant,30,8,87732,226270,260494.329606073,132105.950646067,36045,39091.0925431997,27292.9290890849,0.15629192705319,0.157181613801391,0.0871875412927546,0.129861396069849,0.285004331372817,0.217811060958373,0.000535722427392514,87732
128,DGY#2089_T8_G07,DGY#2089,DNA_repair_mutant,31,8,89311,215848,244409.475115047,116393.607080646,32639,34912.7963856636,24021.9158621863,0.151766741878245,0.145890061333273,0.0746689990784547,0.141404754173618,0.2742327372888,0.173741196493153,2.23936581160215e-05,89311
129,DGY#2090_T8_H07,DGY#2090,DNA_repair_mutant,32,8,90193,224702,256130.484394576,124536.372542644,32425,35087.7261650017,24881.0197763363,0.14565246132828,0.139990691744326,0.073225038127179,0.146397170512124,0.295122681361081,0.159502400408014,6.65240096238067e-05,90193
130,DGY#1_T11_A05,DGY#1,0_Copy_Control,1,11,90907,271338,310659.12305983,164927.951948676,1068,1316.57258516946,1532.28933055148,0.00367209118359533,0.00467986713517627,0.00543004614650165,0.985776672863476,0.000165003795087287,5.50012650290957e-05,0,90907
131,DGY#620_T11_B05,DGY#620,0_Copy_Control,2,11,90314,234792,274949.937052949,155243.341400147,39403,48041.4562304848,32955.3749992393,0.167203762707987,0.177392653618709,0.0560765797163079,0.0120357862568373,0.35766326372434,0.241856190623824,0.000287884491883872,90314
132,DGY#500_T11_C05,DGY#500,1_Copy_Control,3,11,90801,271354,307422.981475975,155181.25354711,45957,51833.6219645158,29158.156830669,0.166643994801872,0.176480234876668,0.0632654432263638,0.0192178500236782,0.438111915067015,0.268488232508453,0.000363432120791621,90801
133,DGY#1315_T11_D05,DGY#1315,2_Copy_Contol,4,11,92615,328496,360194.514301139,180771.147358003,47339,56410.4763915132,37378.9041747733,0.151688272606302,0.156810810811747,0.0548271802279546,0.0240133887599201,0.576407709334341,0.125174107865896,0.000377908546131836,92615
134,DGY#1657_T11_E05,DGY#1657,Wild_Type,5,11,90751,265382,311713.379962755,163739.045392155,1686,1914.06298553184,1553.98775848473,0.00580313900960904,0.00666774031463649,0.00546982414619824,0.976859759121112,0,0,0,90751
135,DGY#2076_T11_F05,DGY#2076,Genomic_Architecture_Mutant,6,11,87210,263277.5,293852.330076826,140107.656704646,25577,27857.4747620686,12440.5280942989,0.0958921460211458,0.103625836098955,0.0410927205157529,0.00892099529870428,0.172938883155601,0.0202385047586286,1.14665749340672e-05,87210
136,DGY#2071_T11_G05,DGY#2071,Genomic_Architecture_Mutant,7,11,92117,246569,282776.294777294,144787.342561072,41148,47233.8778727054,27856.1704896341,0.162746977175076,0.171763926376344,0.0576190963036289,0.0186393391013602,0.382187869774309,0.244797377248499,0.000455941899975032,92117
137,DGY#2150_T11_H05,DGY#2150,Genomic_Architecture_Mutant,8,11,89667,231949,263927.682781848,134131.41180327,33645,38775.9443161921,23040.3509724069,0.143322622980495,0.150309094849783,0.0456687769638458,0.0145092397426032,0.381121259772269,0.125609198478816,5.57618744911729e-05,89667
138,DGY#2084_T11_A06,DGY#2084,DNA_repair_mutant,9,11,91158,252687.5,289388.025187038,148725.485662401,44729.5,50419.5203931635,29283.4474697973,0.172670685987567,0.181872244180289,0.0674938415287443,0.0333048114263148,0.37063121174225,0.299831062550736,0.000219399284758332,91158
139,DGY#2086_T11_B06,DGY#2086,DNA_repair_mutant,10,11,91183,236681,273186.273285591,143983.736283431,39766,46445.3258721472,27666.6141037369,0.166578291341058,0.175905562935194,0.0570289147740013,0.0120746191724335,0.367985260410384,0.233464571246833,0.000372876523036092,91183
140,DGY#2089_T11_C06,DGY#2089,DNA_repair_mutant,11,11,91781,242487,280250.770813131,147443.800374296,75315,87243.9113542018,52996.0153667309,0.302277301416179,0.320873259845698,0.105583708381203,0.014360270644251,0.0260620389841035,0.769374925093429,0.0233599546747148,91781
141,DGY#2090_T11_D06,DGY#2090,DNA_repair_mutant,12,11,90267,226126,254017.022034631,121455.134755785,39099,44557.6684281077,24245.2623611314,0.170206016752257,0.179783485985674,0.0553509424190955,0.0113662800358935,0.335039383163282,0.249326996576822,0.000587147019398008,90267
142,DGY#1972_T11_E06,DGY#1972,GAP1_location_mutant,13,11,90238,247147,283634.992763581,148317.125858579,88120.5,102019.976107626,60030.105425188,0.347305523616548,0.371788630793938,0.12235196363817,0.00888760832465259,0.00954143487222678,0.726279394490126,0.0713225027150424,90238
143,DGY#2135_T11_F06,DGY#2135,GAP1_location_mutant,14,11,92881,257139,291880.038296315,145827.081541933,46748,53629.3649293182,30319.6151358355,0.177971261568436,0.190716853056555,0.0632705263794617,0.00894693209590767,0.394580161712299,0.352612482639076,0.000279928080016365,92881
144,DGY#2143_T11_G06,DGY#2143,GAP1_location_mutant,15,11,94571,258012,290447.341415445,139240.611866363,51977,59534.9488426685,33149.2783850757,0.196867288409346,0.208298721192144,0.0624445998957901,0.0114940097915852,0.30288354781064,0.440409850799928,0.00069788835901069,94571
145,DGY#2144_T11_H06,DGY#2144,GAP1_location_mutant,16,11,90246,228729,258476.571205372,126828.950353116,33517,38356.3838175653,21436.6789746797,0.143849359301556,0.15185600354587,0.0455216254594343,0.00995057952707045,0.373445914500366,0.128083239146333,0.000177293176428872,90246
146,DGY#1657_T11_A07,DGY#1657,Wild_Type,17,11,90543,271121,315646.185514065,172654.740129651,46163,52942.2687010592,30845.7133105133,0.167354229354297,0.177668840087105,0.0640517588087435,0.0130987486608573,0.429486542305866,0.266282318898203,0.00051909037694797,90543
147,DGY#2076_T11_B07,DGY#2076,Genomic_Architecture_Mutant,18,11,89490,229946.5,260410.578466868,126407.217274146,46297.5,52676.9406078891,28829.4262858875,0.193217923285957,0.210882186309612,0.0786181053227709,0.0108391999106045,0.282970164264164,0.394278690356464,0.00391105151413566,89490
148,DGY#2071_T11_C07,DGY#2071,Genomic_Architecture_Mutant,19,11,91848,240805.5,278035.430504747,148400.092993767,40744,48026.2871265569,31486.4138891814,0.16733015059823,0.176567237805168,0.0647324637453176,0.0302347356502047,0.352038149986935,0.262727549864994,0.00115408065499521,91848
149,DGY#2150_T11_D07,DGY#2150,Genomic_Architecture_Mutant,20,11,91598,232794,268323.729164392,138853.378443373,40052.5,46770.2191314221,29243.8147911411,0.169258301517903,0.177999176293863,0.0610282928375747,0.0262232799842791,0.330705910609402,0.273412083233258,0.000393021681696107,91598
150,DGY#2084_T11_E07,DGY#2084,DNA_repair_mutant,21,11,91347,265531,313084.885885689,172767.899947152,46207,51674.9339441908,35811.85841762,0.177098346868053,0.183659026225642,0.0943136840205328,0.0946281760758427,0.315620655303403,0.34393028780365,0.00166398458624804,91347
151,DGY#2086_T11_F07,DGY#2086,DNA_repair_mutant,22,11,90039,229254,258769.083985828,125649.768132213,36648,41357.6935661214,21951.1467615588,0.155505877456213,0.165556419021071,0.053273134947274,0.0115616566154666,0.366307933228934,0.191394840013772,0.000133275580581748,90039
152,DGY#2089_T11_G07,DGY#2089,DNA_repair_mutant,23,11,88724,266631.5,295901.651503539,137303.854079838,25246,27312.040710518,12745.9703199725,0.0939793799210586,0.100577844999561,0.041859156649236,0.0260921509399937,0.166978495108426,0.0204792389883233,1.12709075334746e-05,88724
153,DGY#2090_T11_H07,DGY#2090,DNA_repair_mutant,24,11,92364,287457.5,319273.521989087,152601.258190066,22924,25812.2282274479,13199.1716930011,0.0803942380080719,0.0853159411207379,0.0309548996498171,0.0129704213762938,0.131717985362262,0.00609544844311637,0,92364
154,DGY#1972_T11_A08,DGY#1972,GAP1_location_mutant,25,11,91429,252911,296403.60640497,163961.507448377,71109,79854.7083091798,54666.8912981834,0.291418031402234,0.295148748689138,0.131796263065805,0.0896214548994302,0.0236905139507159,0.710704481072745,0.0200920933183126,91429
155,DGY#2135_T11_B08,DGY#2135,GAP1_location_mutant,26,11,88961,220191,247483.190128258,117128.389919644,42209,47565.9353536943,32836.9903372613,0.187596781154012,0.199040414154387,0.0735570237849394,0.0243814705320309,0.268758219894111,0.348343656208901,0.00130394217690898,88961
156,DGY#2143_T11_C08,DGY#2143,GAP1_location_mutant,27,11,91864,239512.5,274248.448652356,140404.61853121,38760,45400.2017329966,27742.3891318567,0.159345595112296,0.169873654755236,0.0595523214983546,0.0104284594618131,0.379528433336236,0.208155534268048,0.00117565096229208,91864
157,DGY#2144_T11_D08,DGY#2144,GAP1_location_mutant,28,11,93181,245926,279408.515437697,139998.893992103,38205,44760.6010023503,27266.6662182384,0.154412912108927,0.164162880254586,0.0608611588023396,0.0132323113080993,0.394941028750496,0.189512883527758,0.00172782004915165,93181
158,DGY#2084_T11_E08,DGY#2084,DNA_repair_mutant,29,11,94590,264711,298012.496426684,145985.606460857,50929,58716.6966909821,32522.4097230422,0.188803489358738,0.200898477153356,0.0588602988081953,0.00709377312612327,0.362416745956232,0.377566338936463,0.000465165450893329,94590
159,DGY#2086_T11_F08,DGY#2086,DNA_repair_mutant,30,11,90635,243271,276061.850543388,136948.720291473,48067,56035.8520549457,33596.9731730293,0.189329802403748,0.212831111537131,0.09172292205123,0.00741435427814862,0.316345782534341,0.38943013184752,0.0069288906051746,90635
160,DGY#2089_T11_G08,DGY#2089,DNA_repair_mutant,31,11,92809,248483,282068.242013167,138981.658304754,41050,46901.2042043336,28444.0528105817,0.163055292416613,0.171217688427327,0.0608257572925067,0.0279929748192524,0.387613270264737,0.251462681420983,0.000441767500996671,92809
161,DGY#2090_T11_H08,DGY#2090,DNA_repair_mutant,32,11,93122,255052.5,291068.501600052,146209.967008646,42154,49129.5288438822,32396.9000247976,0.161906301832825,0.172311109296083,0.0556048611325552,0.00951440046390756,0.416604024827645,0.25115439960482,0.000343635231202079,93122
162,DGY#1_T13_A01,DGY#1,0_Copy_Control,1,13,87919,324980,365501.514883017,183641.620606271,1191,1438.67620195862,1368.17715316667,0.00344922249132204,0.0043917399532143,0.00457985304577079,0.985316029527178,0,1.13741057109385e-05,0,87919
163,DGY#620_T13_B01,DGY#620,0_Copy_Control,2,13,91026,337253.5,381264.267011623,185580.814142794,63194,72649.2961131984,43297.3665413332,0.184151804224969,0.19662505306793,0.0791865467005242,0.0290686177575638,0.475084041922088,0.391778173269176,0.00219717443367829,91026
164,DGY#500_T13_C01,DGY#500,1_Copy_Control,3,13,85205,352296,394723.799894372,196505.824754791,70647,77647.5298984801,36804.4580445972,0.196724383344444,0.21819361843475,0.0970553868102076,0.0109031160143184,0.46451499325157,0.425280206560648,0.00467108737750132,85205
165,DGY#1315_T13_D01,DGY#1315,2_Copy_Contol,4,13,91205,340049,380688.629669426,178141.77324236,70206,78117.1705169673,39472.3963238724,0.197609440648253,0.21608049294425,0.0842952046272781,0.00737898141549257,0.43886848308755,0.451576119730278,0.00632640754344608,91205
166,DGY#1657_T13_E01,DGY#1657,Wild_Type,5,13,87836,428846,478611.414784371,211833.488544011,2260,2472.82042670431,1802.29692856428,0.00501559988681844,0.0055867109246593,0.0041782199006235,0.975602258754952,0,0,0,87836
167,DGY#2076_T13_F01,DGY#2076,Genomic_Architecture_Mutant,6,13,88170,361409.5,393385.725382783,171113.221626291,36778,39339.0788590223,16851.6509843112,0.102740516523683,0.108252251930553,0.0429101615476381,0.0213904956334354,0.43343540886923,0.0378246569127821,2.26834524214585e-05,88170
168,DGY#2071_T13_G01,DGY#2071,Genomic_Architecture_Mutant,7,13,88586,314019.5,356812.601900978,179376.071259724,60268,67459.7841532522,34750.9470305432,0.186360719378102,0.203374503841905,0.0833533362198117,0.0097870995416883,0.456990946650712,0.388684442236922,0.00220125076197142,88586
169,DGY#2150_T13_H01,DGY#2150,Genomic_Architecture_Mutant,8,13,92317,329046,370005.78664818,175005.126448379,56117,62465.5405179978,31809.6489202674,0.16417624268717,0.176749711453852,0.0644757473707531,0.00997649403685128,0.561684196843485,0.277846983762471,0.000563276536282592,92317
170,DGY#2084_T13_A02,DGY#2084,DNA_repair_mutant,9,13,85380,339880,384556.29170766,194730.822720348,74364.5,83914.752073085,48615.3109246903,0.209684418557956,0.235412662412701,0.116037708550034,0.036284844225814,0.364886390255329,0.471609276177091,0.0172874209416725,85380
171,DGY#2086_T13_B02,DGY#2086,DNA_repair_mutant,10,13,92886,343523.5,386175.18471029,181073.891473023,62758,70434.5047369894,36301.0193965915,0.176966476749185,0.190841135162907,0.0712649759825662,0.00970006244213337,0.535430527743686,0.34815795706565,0.00125960855241909,92886
172,DGY#2089_T13_C02,DGY#2089,DNA_repair_mutant,11,13,90531,319806,361821.835691642,177876.988875946,102779,115225.009112901,59233.756391339,0.311853002833446,0.337745513367966,0.12978085153637,0.00932277341463145,0.0726601937457887,0.755122554705018,0.0582783797815113,90531
173,DGY#2090_T13_D02,DGY#2090,DNA_repair_mutant,12,13,91343,337683,376260.116308858,174980.373029842,65687,72735.0290772145,36994.6875173908,0.186369709804564,0.202890371296627,0.0784133720118653,0.0118235661189144,0.483003623704061,0.398979670034923,0.00350327885004872,91343
174,DGY#1972_T13_E02,DGY#1972,GAP1_location_mutant,13,13,86727,362690,410232.651561797,206206.386120686,145833,163457.92331108,93488.2616786926,0.391497138047794,0.433682799564131,0.214760782625101,0.0331615298580603,0.0343606950545966,0.559422094618746,0.25036032608069,86727
175,DGY#2135_T13_F02,DGY#2135,GAP1_location_mutant,14,13,53969,643528,679829.152365247,256082.645960495,136953,145114.591987993,73081.4106777897,0.212030271662375,0.216833247599531,0.0821896171963864,0.0279419666845782,0.411995775352517,0.516981971131576,0.0064296170023532,53969
176,DGY#2143_T13_G02,DGY#2143,GAP1_location_mutant,15,13,92936,417584,462476.195037445,197722.848362786,92552.5,102177.594333735,50117.582233627,0.21361025036716,0.22673207098572,0.0759535050434273,0.00790866833089438,0.419342343117845,0.527147714556254,0.00493888267194629,92936
177,DGY#2144_T13_H02,DGY#2144,GAP1_location_mutant,16,13,91459,333390,370941.225970107,170513.544433816,59051,65101.4119113483,31836.5375700307,0.170404326729068,0.184770469891878,0.0692501435025348,0.00709607583726041,0.547294416077149,0.315124810024164,0.0012683278846259,91459
178,DGY#1657_T13_A03,DGY#1657,Wild_Type,17,13,88406,343209,388573.260683664,196461.718483753,62035,69181.4068275909,37353.6311474338,0.175238489489624,0.193528018461907,0.0908771803357736,0.0272832160713074,0.51226161120286,0.332420876411103,0.00272605931724091,88406
179,DGY#2076_T13_B03,DGY#2076,Genomic_Architecture_Mutant,18,13,86429,373054,416267.300165454,196121.886554143,92088,104656.725497229,56687.5102384726,0.239245160842719,0.268927021946026,0.122780314431222,0.00665285957259716,0.315461245646716,0.560205486584364,0.0440939962281179,86429
180,DGY#2071_T13_C03,DGY#2071,Genomic_Architecture_Mutant,19,13,89355,319992,364766.716669464,186987.422025254,57286,67715.9019528846,41306.7690800086,0.177104461128397,0.191619193850349,0.0752022763516426,0.0150635107156846,0.483117900509205,0.345811650159476,0.00215992389905433,89355
181,DGY#2150_T13_D03,DGY#2150,Genomic_Architecture_Mutant,20,13,90183,316725,364601.830500205,186559.498918951,56763,66826.7035583203,40130.003374718,0.176675248192533,0.189055967793494,0.0704075401804942,0.0126742290675626,0.482108601399377,0.348957120521606,0.00130845059490148,90183
182,DGY#2084_T13_E03,DGY#2084,DNA_repair_mutant,21,13,81719,414613,459746.056779941,215890.646924657,94347,103533.456087324,52969.9555862877,0.222459943523711,0.242182557545591,0.108425698857137,0.0225773687881643,0.374429447252169,0.525422484367161,0.0200442981436386,81719
183,DGY#2086_T13_F03,DGY#2086,DNA_repair_mutant,22,13,89946,333365.5,372319.750105619,176153.543821754,61300,68114.6531029729,33619.4082516956,0.178944795648669,0.194826224342801,0.0761217278931783,0.00579236430747337,0.514920063149001,0.359048762590888,0.00154537166744491,89946
184,DGY#2089_T13_G03,DGY#2089,DNA_repair_mutant,23,13,87797,343945,378031.265863298,172980.049884331,33342,36014.6264450949,14961.5880031526,0.0974193990006161,0.104549958850254,0.0413631725622877,0.00744900167431689,0.338758727519164,0.0319942594849482,1.13899108169983e-05,87797
185,DGY#2090_T13_H03,DGY#2090,DNA_repair_mutant,24,13,90891,341337,372752.551231695,173246.871516201,26342,29480.1930884246,15015.745209821,0.0780281786471514,0.0837648043985155,0.0335804959692985,0.0130595988601732,0.171744177091241,0.00884576030630095,0,90891
186,DGY#1972_T13_A04,DGY#1972,GAP1_location_mutant,25,13,90079,341370,383082.573085847,185112.975188208,119867,133011.283584409,67920.4044650444,0.342088364238883,0.370436700535954,0.151877645225446,0.0158749542068629,0.0408419276412926,0.721944071315179,0.110480800186503,90079
187,DGY#2135_T13_B04,DGY#2135,GAP1_location_mutant,26,13,89493,347517,384582.460706424,178920.567919483,79604,88120.576469668,45247.5782776606,0.222883162132442,0.244804503793587,0.104820319077505,0.016034773669449,0.35002737644285,0.540265719106522,0.0149844121886628,89493
188,DGY#2143_T13_C04,DGY#2143,GAP1_location_mutant,27,13,95644,343653,378319.829544979,176097.567213195,52479,60192.541089875,36773.0917268971,0.147151343906842,0.159462092852316,0.0642879463998469,0.0138639120070261,0.625643009493539,0.152544853832964,0.00235247375684831,95644
189,DGY#2144_T13_D04,DGY#2144,GAP1_location_mutant,28,13,92091,325435,368113.438055836,180869.849828068,50058,58793.7779587582,36108.741750226,0.150885701459365,0.165124312637394,0.0772165756939939,0.0128242716443518,0.575810882713837,0.193004745306273,0.00479960039526121,92091
190,DGY#2084_T13_E04,DGY#2084,DNA_repair_mutant,29,13,89175,424028,465217.597218952,202737.508077714,107806,118846.445977011,59265.7629945522,0.248126422905847,0.267303270930612,0.10609068411856,0.0194112699747687,0.268303896832072,0.639439304737875,0.0256237734791141,89175
191,DGY#2086_T13_F04,DGY#2086,DNA_repair_mutant,30,13,84076,470227,506005.858949046,210247.737241833,113148,129723.699973833,75208.8996361759,0.238183379212751,0.266433210903421,0.129087343511492,0.0165683429278272,0.34842285551168,0.524882249393406,0.0621461534801846,84076
192,DGY#2089_T13_G04,DGY#2089,DNA_repair_mutant,31,13,84807,486166,528416.892992324,218680.32787954,87225,96917.4224769182,47446.5298557927,0.180564152444955,0.189121644825466,0.066489845982029,0.00891435848455906,0.625137075948919,0.327296095841145,0.00185126227787801,84807
193,DGY#2090_T13_H04,DGY#2090,DNA_repair_mutant,32,13,91159,381321,422783.281409406,190167.919717982,57265,65064.6939632949,34311.3161745542,0.149483197423778,0.158341879945994,0.0525797522327504,0.00815059401704714,0.692043572219967,0.187529481455479,0.000230366721881548,91159
